"year","state","month","number","date"
2017,"ES","NOV",12,2017-11-01
2018,"ES","NOV",11,2018-11-01
2019,"ES","NOV",123,2019-11-01
2020,"ES","NOV",0,2020-11-01
1998,"GO","NOV",48,1998-11-01
1999,"GO","NOV",111,1999-11-01
2000,"GO","NOV",26,2000-11-01
2001,"GO","NOV",15,2001-11-01
2002,"GO","NOV",273,2002-11-01
2003,"GO","NOV",212,2003-11-01
2004,"GO","NOV",356,2004-11-01
2005,"GO","NOV",169,2005-11-01
2006,"GO","NOV",254,2006-11-01
2007,"GO","NOV",240,2007-11-01
2008,"GO","NOV",195,2008-11-01
2009,"GO","NOV",111,2009-11-01
2010,"GO","NOV",79,2010-11-01
2011,"GO","NOV",76,2011-11-01
2012,"GO","NOV",64,2012-11-01
2013,"GO","NOV",162,2013-11-01
2014,"GO","NOV",160,2014-11-01
2015,"GO","NOV",490,2015-11-01
2016,"GO","NOV",115,2016-11-01
2017,"GO","NOV",125,2017-11-01
2018,"GO","NOV",36,2018-11-01
2019,"GO","NOV",160,2019-11-01
2020,"GO","NOV",0,2020-11-01
1998,"MA","NOV",2235,1998-11-01
1999,"MA","NOV",1494,1999-11-01
2000,"MA","NOV",2267,2000-11-01
2001,"MA","NOV",3521,2001-11-01
2002,"MA","NOV",8421,2002-11-01
2003,"MA","NOV",7536,2003-11-01
2004,"MA","NOV",10348,2004-11-01
2005,"MA","NOV",6670,2005-11-01
2006,"MA","NOV",6879,2006-11-01
2007,"MA","NOV",5191,2007-11-01
2008,"MA","NOV",5728,2008-11-01
2009,"MA","NOV",6505,2009-11-01
2010,"MA","NOV",6082,2010-11-01
2011,"MA","NOV",4038,2011-11-01
2012,"MA","NOV",2644,2012-11-01
2013,"MA","NOV",2368,2013-11-01
2014,"MA","NOV",3710,2014-11-01
2015,"MA","NOV",4159,2015-11-01
2016,"MA","NOV",3826,2016-11-01
2017,"MA","NOV",2706,2017-11-01
2018,"MA","NOV",2309,2018-11-01
2019,"MA","NOV",3158,2019-11-01
2020,"MA","NOV",0,2020-11-01
1998,"MT","NOV",182,1998-11-01
1999,"MT","NOV",842,1999-11-01
2000,"MT","NOV",502,2000-11-01
2001,"MT","NOV",373,2001-11-01
2002,"MT","NOV",3247,2002-11-01
2003,"MT","NOV",2443,2003-11-01
2004,"MT","NOV",2825,2004-11-01
2005,"MT","NOV",1539,2005-11-01
2006,"MT","NOV",2711,2006-11-01
2007,"MT","NOV",1025,2007-11-01
2008,"MT","NOV",984,2008-11-01
2009,"MT","NOV",730,2009-11-01
2010,"MT","NOV",920,2010-11-01
2011,"MT","NOV",1198,2011-11-01
2012,"MT","NOV",488,2012-11-01
2013,"MT","NOV",906,2013-11-01
2014,"MT","NOV",836,2014-11-01
2015,"MT","NOV",1670,2015-11-01
2016,"MT","NOV",855,2016-11-01
2017,"MT","NOV",928,2017-11-01
2018,"MT","NOV",363,2018-11-01
2019,"MT","NOV",1176,2019-11-01
2020,"MT","NOV",0,2020-11-01
1998,"MS","NOV",307,1998-11-01
1999,"MS","NOV",1195,1999-11-01
2000,"MS","NOV",274,2000-11-01
2001,"MS","NOV",220,2001-11-01
2002,"MS","NOV",1938,2002-11-01
2003,"MS","NOV",476,2003-11-01
2004,"MS","NOV",312,2004-11-01
2005,"MS","NOV",226,2005-11-01
2006,"MS","NOV",250,2006-11-01
2007,"MS","NOV",245,2007-11-01
2008,"MS","NOV",182,2008-11-01
2009,"MS","NOV",409,2009-11-01
2010,"MS","NOV",335,2010-11-01
2011,"MS","NOV",439,2011-11-01
2012,"MS","NOV",150,2012-11-01
2013,"MS","NOV",368,2013-11-01
2014,"MS","NOV",175,2014-11-01
2015,"MS","NOV",228,2015-11-01
2016,"MS","NOV",235,2016-11-01
2017,"MS","NOV",136,2017-11-01
2018,"MS","NOV",56,2018-11-01
2019,"MS","NOV",1243,2019-11-01
2020,"MS","NOV",0,2020-11-01
1998,"MG","NOV",31,1998-11-01
1999,"MG","NOV",271,1999-11-01
2000,"MG","NOV",43,2000-11-01
2001,"MG","NOV",62,2001-11-01
2002,"MG","NOV",486,2002-11-01
2003,"MG","NOV",508,2003-11-01
2004,"MG","NOV",1066,2004-11-01
2005,"MG","NOV",548,2005-11-01
2006,"MG","NOV",195,2006-11-01
2007,"MG","NOV",2306,2007-11-01
2008,"MG","NOV",1436,2008-11-01
2009,"MG","NOV",310,2009-11-01
2010,"MG","NOV",119,2010-11-01
2011,"MG","NOV",192,2011-11-01
2012,"MG","NOV",258,2012-11-01
2013,"MG","NOV",244,2013-11-01
2014,"MG","NOV",349,2014-11-01
2015,"MG","NOV",1340,2015-11-01
2016,"MG","NOV",113,2016-11-01
2017,"MG","NOV",145,2017-11-01
2018,"MG","NOV",86,2018-11-01
2019,"MG","NOV",892,2019-11-01
2020,"MG","NOV",0,2020-11-01
1998,"PA","NOV",1862,1998-11-01
1999,"PA","NOV",2682,1999-11-01
2000,"PA","NOV",3366,2000-11-01
2001,"PA","NOV",4936,2001-11-01
2002,"PA","NOV",12795,2002-11-01
2003,"PA","NOV",10732,2003-11-01
2004,"PA","NOV",15958,2004-11-01
2005,"PA","NOV",9368,2005-11-01
2006,"PA","NOV",9684,2006-11-01
2007,"PA","NOV",10114,2007-11-01
2008,"PA","NOV",9456,2008-11-01
2009,"PA","NOV",12485,2009-11-01
2010,"PA","NOV",7544,2010-11-01
2011,"PA","NOV",5760,2011-11-01
2012,"PA","NOV",8871,2012-11-01
2013,"PA","NOV",3844,2013-11-01
2014,"PA","NOV",7908,2014-11-01
2015,"PA","NOV",9783,2015-11-01
2016,"PA","NOV",7314,2016-11-01
2017,"PA","NOV",9639,2017-11-01
2018,"PA","NOV",6276,2018-11-01
2019,"PA","NOV",7390,2019-11-01
2020,"PA","NOV",0,2020-11-01
1998,"PB","NOV",47,1998-11-01
1999,"PB","NOV",38,1999-11-01
2000,"PB","NOV",66,2000-11-01
2001,"PB","NOV",296,2001-11-01
2002,"PB","NOV",250,2002-11-01
2003,"PB","NOV",604,2003-11-01
2004,"PB","NOV",391,2004-11-01
2005,"PB","NOV",305,2005-11-01
2006,"PB","NOV",391,2006-11-01
2007,"PB","NOV",429,2007-11-01
2008,"PB","NOV",299,2008-11-01
2009,"PB","NOV",464,2009-11-01
2010,"PB","NOV",544,2010-11-01
2011,"PB","NOV",406,2011-11-01
2012,"PB","NOV",139,2012-11-01
2013,"PB","NOV",87,2013-11-01
2014,"PB","NOV",91,2014-11-01
2015,"PB","NOV",190,2015-11-01
2016,"PB","NOV",130,2016-11-01
2017,"PB","NOV",114,2017-11-01
2018,"PB","NOV",185,2018-11-01
2019,"PB","NOV",351,2019-11-01
2020,"PB","NOV",0,2020-11-01
1998,"PR","NOV",143,1998-11-01
1999,"PR","NOV",445,1999-11-01
2000,"PR","NOV",85,2000-11-01
2001,"PR","NOV",89,2001-11-01
2002,"PR","NOV",853,2002-11-01
2003,"PR","NOV",720,2003-11-01
2004,"PR","NOV",556,2004-11-01
2005,"PR","NOV",764,2005-11-01
2006,"PR","NOV",205,2006-11-01
2007,"PR","NOV",345,2007-11-01
2008,"PR","NOV",242,2008-11-01
2009,"PR","NOV",120,2009-11-01
2010,"PR","NOV",245,2010-11-01
2011,"PR","NOV",192,2011-11-01
2012,"PR","NOV",219,2012-11-01
2013,"PR","NOV",113,2013-11-01
2014,"PR","NOV",59,2014-11-01
2015,"PR","NOV",23,2015-11-01
2016,"PR","NOV",260,2016-11-01
2017,"PR","NOV",319,2017-11-01
2018,"PR","NOV",116,2018-11-01
2019,"PR","NOV",97,2019-11-01
2020,"PR","NOV",0,2020-11-01
1998,"PE","NOV",140,1998-11-01
1999,"PE","NOV",39,1999-11-01
2000,"PE","NOV",64,2000-11-01
2001,"PE","NOV",203,2001-11-01
2002,"PE","NOV",516,2002-11-01
2003,"PE","NOV",634,2003-11-01
2004,"PE","NOV",528,2004-11-01
2005,"PE","NOV",474,2005-11-01
2006,"PE","NOV",603,2006-11-01
2007,"PE","NOV",557,2007-11-01
2008,"PE","NOV",517,2008-11-01
2009,"PE","NOV",528,2009-11-01
2010,"PE","NOV",951,2010-11-01
2011,"PE","NOV",401,2011-11-01
2012,"PE","NOV",177,2012-11-01
2013,"PE","NOV",102,2013-11-01
2014,"PE","NOV",97,2014-11-01
2015,"PE","NOV",263,2015-11-01
2016,"PE","NOV",196,2016-11-01
2017,"PE","NOV",91,2017-11-01
2018,"PE","NOV",186,2018-11-01
2019,"PE","NOV",246,2019-11-01
2020,"PE","NOV",0,2020-11-01
1998,"PI","NOV",425,1998-11-01
1999,"PI","NOV",336,1999-11-01
2000,"PI","NOV",447,2000-11-01
2001,"PI","NOV",1489,2001-11-01
2002,"PI","NOV",1369,2002-11-01
2003,"PI","NOV",1765,2003-11-01
2004,"PI","NOV",2139,2004-11-01
2005,"PI","NOV",1830,2005-11-01
2006,"PI","NOV",1693,2006-11-01
2007,"PI","NOV",1505,2007-11-01
2008,"PI","NOV",1092,2008-11-01
2009,"PI","NOV",1660,2009-11-01
2010,"PI","NOV",1746,2010-11-01
2011,"PI","NOV",1209,2011-11-01
2012,"PI","NOV",530,2012-11-01
2013,"PI","NOV",590,2013-11-01
2014,"PI","NOV",670,2014-11-01
2015,"PI","NOV",842,2015-11-01
2016,"PI","NOV",1130,2016-11-01
2017,"PI","NOV",552,2017-11-01
2018,"PI","NOV",591,2018-11-01
2019,"PI","NOV",1211,2019-11-01
2020,"PI","NOV",0,2020-11-01
1998,"RJ","NOV",6,1998-11-01
1999,"RJ","NOV",16,1999-11-01
2000,"RJ","NOV",2,2000-11-01
2001,"RJ","NOV",4,2001-11-01
2002,"RJ","NOV",17,2002-11-01
2003,"RJ","NOV",10,2003-11-01
2004,"RJ","NOV",60,2004-11-01
2005,"RJ","NOV",18,2005-11-01
2006,"RJ","NOV",7,2006-11-01
2007,"RJ","NOV",12,2007-11-01
2008,"RJ","NOV",2,2008-11-01
2009,"RJ","NOV",31,2009-11-01
2010,"RJ","NOV",26,2010-11-01
2011,"RJ","NOV",15,2011-11-01
2012,"RJ","NOV",12,2012-11-01
2013,"RJ","NOV",26,2013-11-01
2014,"RJ","NOV",31,2014-11-01
2015,"RJ","NOV",3,2015-11-01
2016,"RJ","NOV",17,2016-11-01
2017,"RJ","NOV",39,2017-11-01
2018,"RJ","NOV",2,2018-11-01
2019,"RJ","NOV",5,2019-11-01
2020,"RJ","NOV",0,2020-11-01
1998,"RN","NOV",41,1998-11-01
1999,"RN","NOV",61,1999-11-01
2000,"RN","NOV",9,2000-11-01
2001,"RN","NOV",40,2001-11-01
2002,"RN","NOV",223,2002-11-01
2003,"RN","NOV",462,2003-11-01
2004,"RN","NOV",211,2004-11-01
2005,"RN","NOV",278,2005-11-01
2006,"RN","NOV",232,2006-11-01
2007,"RN","NOV",219,2007-11-01
2008,"RN","NOV",147,2008-11-01
2009,"RN","NOV",181,2009-11-01
2010,"RN","NOV",262,2010-11-01
2011,"RN","NOV",153,2011-11-01
2012,"RN","NOV",90,2012-11-01
2013,"RN","NOV",71,2013-11-01
2014,"RN","NOV",109,2014-11-01
2015,"RN","NOV",87,2015-11-01
2016,"RN","NOV",98,2016-11-01
2017,"RN","NOV",103,2017-11-01
2018,"RN","NOV",128,2018-11-01
2019,"RN","NOV",230,2019-11-01
2020,"RN","NOV",0,2020-11-01
1998,"RS","NOV",28,1998-11-01
1999,"RS","NOV",103,1999-11-01
2000,"RS","NOV",18,2000-11-01
2001,"RS","NOV",49,2001-11-01
2002,"RS","NOV",138,2002-11-01
2003,"RS","NOV",209,2003-11-01
2004,"RS","NOV",273,2004-11-01
2005,"RS","NOV",290,2005-11-01
2006,"RS","NOV",136,2006-11-01
2007,"RS","NOV",118,2007-11-01
2008,"RS","NOV",107,2008-11-01
2009,"RS","NOV",12,2009-11-01
2010,"RS","NOV",134,2010-11-01
2011,"RS","NOV",152,2011-11-01
2012,"RS","NOV",85,2012-11-01
2013,"RS","NOV",102,2013-11-01
2014,"RS","NOV",54,2014-11-01
2015,"RS","NOV",20,2015-11-01
2016,"RS","NOV",97,2016-11-01
2017,"RS","NOV",139,2017-11-01
2018,"RS","NOV",47,2018-11-01
2019,"RS","NOV",53,2019-11-01
2020,"RS","NOV",0,2020-11-01
1998,"RO","NOV",3,1998-11-01
1999,"RO","NOV",41,1999-11-01
2000,"RO","NOV",13,2000-11-01
2001,"RO","NOV",92,2001-11-01
2002,"RO","NOV",875,2002-11-01
2003,"RO","NOV",750,2003-11-01
2004,"RO","NOV",681,2004-11-01
2005,"RO","NOV",671,2005-11-01
2006,"RO","NOV",1028,2006-11-01
2007,"RO","NOV",235,2007-11-01
2008,"RO","NOV",420,2008-11-01
2009,"RO","NOV",214,2009-11-01
2010,"RO","NOV",351,2010-11-01
2011,"RO","NOV",357,2011-11-01
2012,"RO","NOV",271,2012-11-01
2013,"RO","NOV",103,2013-11-01
2014,"RO","NOV",187,2014-11-01
2015,"RO","NOV",901,2015-11-01
2016,"RO","NOV",413,2016-11-01
2017,"RO","NOV",423,2017-11-01
2018,"RO","NOV",198,2018-11-01
2019,"RO","NOV",263,2019-11-01
2020,"RO","NOV",0,2020-11-01
1998,"RR","NOV",1,1998-11-01
1999,"RR","NOV",15,1999-11-01
2000,"RR","NOV",32,2000-11-01
2001,"RR","NOV",76,2001-11-01
2002,"RR","NOV",188,2002-11-01
2003,"RR","NOV",52,2003-11-01
2004,"RR","NOV",210,2004-11-01
2005,"RR","NOV",175,2005-11-01
2006,"RR","NOV",96,2006-11-01
2007,"RR","NOV",357,2007-11-01
2008,"RR","NOV",165,2008-11-01
2009,"RR","NOV",394,2009-11-01
2010,"RR","NOV",39,2010-11-01
2011,"RR","NOV",181,2011-11-01
2012,"RR","NOV",257,2012-11-01
2013,"RR","NOV",125,2013-11-01
2014,"RR","NOV",197,2014-11-01
2015,"RR","NOV",298,2015-11-01
2016,"RR","NOV",69,2016-11-01
2017,"RR","NOV",421,2017-11-01
2018,"RR","NOV",120,2018-11-01
2019,"RR","NOV",58,2019-11-01
2020,"RR","NOV",0,2020-11-01
1998,"SC","NOV",21,1998-11-01
1999,"SC","NOV",84,1999-11-01
2000,"SC","NOV",19,2000-11-01
2001,"SC","NOV",66,2001-11-01
2002,"SC","NOV",554,2002-11-01
2003,"SC","NOV",482,2003-11-01
2004,"SC","NOV",454,2004-11-01
2005,"SC","NOV",500,2005-11-01
2006,"SC","NOV",212,2006-11-01
2007,"SC","NOV",164,2007-11-01
2008,"SC","NOV",132,2008-11-01
2009,"SC","NOV",67,2009-11-01
2010,"SC","NOV",118,2010-11-01
2011,"SC","NOV",100,2011-11-01
2012,"SC","NOV",120,2012-11-01
2013,"SC","NOV",80,2013-11-01
2014,"SC","NOV",45,2014-11-01
2015,"SC","NOV",8,2015-11-01
2016,"SC","NOV",144,2016-11-01
2017,"SC","NOV",164,2017-11-01
2018,"SC","NOV",53,2018-11-01
2019,"SC","NOV",63,2019-11-01
2020,"SC","NOV",0,2020-11-01
1998,"SP","NOV",487,1998-11-01
1999,"SP","NOV",400,1999-11-01
2000,"SP","NOV",96,2000-11-01
2001,"SP","NOV",168,2001-11-01
2002,"SP","NOV",129,2002-11-01
2003,"SP","NOV",208,2003-11-01
2004,"SP","NOV",230,2004-11-01
2005,"SP","NOV",206,2005-11-01
2006,"SP","NOV",171,2006-11-01
2007,"SP","NOV",130,2007-11-01
2008,"SP","NOV",86,2008-11-01
2009,"SP","NOV",81,2009-11-01
2010,"SP","NOV",153,2010-11-01
2011,"SP","NOV",110,2011-11-01
2012,"SP","NOV",74,2012-11-01
2013,"SP","NOV",106,2013-11-01
2014,"SP","NOV",48,2014-11-01
2015,"SP","NOV",18,2015-11-01
2016,"SP","NOV",35,2016-11-01
2017,"SP","NOV",35,2017-11-01
2018,"SP","NOV",16,2018-11-01
2019,"SP","NOV",60,2019-11-01
2020,"SP","NOV",0,2020-11-01
1998,"SE","NOV",12,1998-11-01
1999,"SE","NOV",3,1999-11-01
2000,"SE","NOV",0,2000-11-01
2001,"SE","NOV",5,2001-11-01
2002,"SE","NOV",69,2002-11-01
2003,"SE","NOV",5,2003-11-01
2004,"SE","NOV",53,2004-11-01
2005,"SE","NOV",27,2005-11-01
2006,"SE","NOV",10,2006-11-01
2007,"SE","NOV",18,2007-11-01
2008,"SE","NOV",30,2008-11-01
2009,"SE","NOV",11,2009-11-01
2010,"SE","NOV",20,2010-11-01
2011,"SE","NOV",5,2011-11-01
2012,"SE","NOV",6,2012-11-01
2013,"SE","NOV",6,2013-11-01
2014,"SE","NOV",8,2014-11-01
2015,"SE","NOV",41,2015-11-01
2016,"SE","NOV",18,2016-11-01
2017,"SE","NOV",1,2017-11-01
2018,"SE","NOV",16,2018-11-01
2019,"SE","NOV",2,2019-11-01
2020,"SE","NOV",0,2020-11-01
1998,"TO","NOV",1,1998-11-01
1999,"TO","NOV",29,1999-11-01
2000,"TO","NOV",96,2000-11-01
2001,"TO","NOV",100,2001-11-01
2002,"TO","NOV",226,2002-11-01
2003,"TO","NOV",197,2003-11-01
2004,"TO","NOV",569,2004-11-01
2005,"TO","NOV",384,2005-11-01
2006,"TO","NOV",339,2006-11-01
2007,"TO","NOV",411,2007-11-01
2008,"TO","NOV",371,2008-11-01
2009,"TO","NOV",353,2009-11-01
2010,"TO","NOV",365,2010-11-01
2011,"TO","NOV",203,2011-11-01
2012,"TO","NOV",243,2012-11-01
2013,"TO","NOV",320,2013-11-01
2014,"TO","NOV",423,2014-11-01
2015,"TO","NOV",770,2015-11-01
2016,"TO","NOV",586,2016-11-01
2017,"TO","NOV",496,2017-11-01
2018,"TO","NOV",201,2018-11-01
2019,"TO","NOV",376,2019-11-01
2020,"TO","NOV",0,2020-11-01
1998,"AC","DEC",7,1998-12-01
1999,"AC","DEC",0,1999-12-01
2000,"AC","DEC",0,2000-12-01
2001,"AC","DEC",0,2001-12-01
2002,"AC","DEC",3,2002-12-01
2003,"AC","DEC",4,2003-12-01
2004,"AC","DEC",11,2004-12-01
2005,"AC","DEC",7,2005-12-01
2006,"AC","DEC",0,2006-12-01
2007,"AC","DEC",0,2007-12-01
2008,"AC","DEC",4,2008-12-01
2009,"AC","DEC",2,2009-12-01
2010,"AC","DEC",2,2010-12-01
2011,"AC","DEC",8,2011-12-01
2012,"AC","DEC",3,2012-12-01
2013,"AC","DEC",4,2013-12-01
2014,"AC","DEC",8,2014-12-01
2015,"AC","DEC",8,2015-12-01
2016,"AC","DEC",6,2016-12-01
2017,"AC","DEC",10,2017-12-01
2018,"AC","DEC",2,2018-12-01
2019,"AC","DEC",1,2019-12-01
2020,"AC","DEC",0,2020-12-01
1998,"AL","DEC",32,1998-12-01
1999,"AL","DEC",12,1999-12-01
2000,"AL","DEC",2,2000-12-01
2001,"AL","DEC",30,2001-12-01
2002,"AL","DEC",102,2002-12-01
2003,"AL","DEC",51,2003-12-01
2004,"AL","DEC",80,2004-12-01
2005,"AL","DEC",26,2005-12-01
2006,"AL","DEC",60,2006-12-01
2007,"AL","DEC",75,2007-12-01
2008,"AL","DEC",70,2008-12-01
2009,"AL","DEC",64,2009-12-01
2010,"AL","DEC",52,2010-12-01
2011,"AL","DEC",57,2011-12-01
2012,"AL","DEC",55,2012-12-01
2013,"AL","DEC",37,2013-12-01
2014,"AL","DEC",26,2014-12-01
2015,"AL","DEC",111,2015-12-01
2016,"AL","DEC",153,2016-12-01
2017,"AL","DEC",20,2017-12-01
2018,"AL","DEC",35,2018-12-01
2019,"AL","DEC",67,2019-12-01
2020,"AL","DEC",0,2020-12-01
1998,"AP","DEC",84,1998-12-01
1999,"AP","DEC",41,1999-12-01
2000,"AP","DEC",30,2000-12-01
2001,"AP","DEC",593,2001-12-01
2002,"AP","DEC",294,2002-12-01
2003,"AP","DEC",669,2003-12-01
2004,"AP","DEC",1266,2004-12-01
2005,"AP","DEC",103,2005-12-01
2006,"AP","DEC",262,2006-12-01
2007,"AP","DEC",56,2007-12-01
2008,"AP","DEC",158,2008-12-01
2009,"AP","DEC",136,2009-12-01
2010,"AP","DEC",66,2010-12-01
2011,"AP","DEC",446,2011-12-01
2012,"AP","DEC",510,2012-12-01
2013,"AP","DEC",197,2013-12-01
2014,"AP","DEC",386,2014-12-01
2015,"AP","DEC",327,2015-12-01
2016,"AP","DEC",463,2016-12-01
2017,"AP","DEC",406,2017-12-01
2018,"AP","DEC",0,2018-12-01
2019,"AP","DEC",67,2019-12-01
2020,"AP","DEC",0,2020-12-01
1998,"AM","DEC",196,1998-12-01
1999,"AM","DEC",2,1999-12-01
2000,"AM","DEC",60,2000-12-01
2001,"AM","DEC",22,2001-12-01
2002,"AM","DEC",267,2002-12-01
2003,"AM","DEC",590,2003-12-01
2004,"AM","DEC",375,2004-12-01
2005,"AM","DEC",76,2005-12-01
2006,"AM","DEC",357,2006-12-01
2007,"AM","DEC",178,2007-12-01
2008,"AM","DEC",94,2008-12-01
2009,"AM","DEC",140,2009-12-01
2010,"AM","DEC",140,2010-12-01
2011,"AM","DEC",142,2011-12-01
2012,"AM","DEC",116,2012-12-01
2013,"AM","DEC",277,2013-12-01
2014,"AM","DEC",289,2014-12-01
2015,"AM","DEC",474,2015-12-01
2016,"AM","DEC",105,2016-12-01
2017,"AM","DEC",247,2017-12-01
2018,"AM","DEC",37,2018-12-01
2019,"AM","DEC",163,2019-12-01
2020,"AM","DEC",0,2020-12-01
1998,"BA","DEC",82,1998-12-01
1999,"BA","DEC",37,1999-12-01
2000,"BA","DEC",24,2000-12-01
2001,"BA","DEC",158,2001-12-01
2002,"BA","DEC",1012,2002-12-01
2003,"BA","DEC",865,2003-12-01
2004,"BA","DEC",674,2004-12-01
2005,"BA","DEC",343,2005-12-01
2006,"BA","DEC",494,2006-12-01
2007,"BA","DEC",779,2007-12-01
2008,"BA","DEC",175,2008-12-01
2009,"BA","DEC",367,2009-12-01
2010,"BA","DEC",264,2010-12-01
2011,"BA","DEC",289,2011-12-01
2012,"BA","DEC",529,2012-12-01
2013,"BA","DEC",107,2013-12-01
2014,"BA","DEC",126,2014-12-01
2015,"BA","DEC",1202,2015-12-01
2016,"BA","DEC",163,2016-12-01
2017,"BA","DEC",66,2017-12-01
2018,"BA","DEC",119,2018-12-01
2019,"BA","DEC",301,2019-12-01
2020,"BA","DEC",0,2020-12-01
1998,"CE","DEC",277,1998-12-01
1999,"CE","DEC",396,1999-12-01
2000,"CE","DEC",389,2000-12-01
2001,"CE","DEC",545,2001-12-01
2002,"CE","DEC",2409,2002-12-01
2003,"CE","DEC",3448,2003-12-01
2004,"CE","DEC",4816,2004-12-01
2005,"CE","DEC",2600,2005-12-01
2006,"CE","DEC",2451,2006-12-01
2007,"CE","DEC",2335,2007-12-01
2008,"CE","DEC",3414,2008-12-01
2009,"CE","DEC",2327,2009-12-01
2010,"CE","DEC",769,2010-12-01
2011,"CE","DEC",1903,2011-12-01
2012,"CE","DEC",789,2012-12-01
2013,"CE","DEC",910,2013-12-01
2014,"CE","DEC",660,2014-12-01
2015,"CE","DEC",965,2015-12-01
2016,"CE","DEC",804,2016-12-01
2017,"CE","DEC",1171,2017-12-01
2018,"CE","DEC",723,2018-12-01
2019,"CE","DEC",769,2019-12-01
2020,"CE","DEC",0,2020-12-01
1998,"DF","DEC",0,1998-12-01
1999,"DF","DEC",0,1999-12-01
2000,"DF","DEC",0,2000-12-01
2001,"DF","DEC",1,2001-12-01
2002,"DF","DEC",1,2002-12-01
2003,"DF","DEC",0,2003-12-01
2004,"DF","DEC",0,2004-12-01
2005,"DF","DEC",0,2005-12-01
2006,"DF","DEC",0,2006-12-01
2007,"DF","DEC",0,2007-12-01
2008,"DF","DEC",0,2008-12-01
2009,"DF","DEC",0,2009-12-01
2010,"DF","DEC",1,2010-12-01
2011,"DF","DEC",0,2011-12-01
2012,"DF","DEC",0,2012-12-01
2013,"DF","DEC",2,2013-12-01
2014,"DF","DEC",0,2014-12-01
2015,"DF","DEC",0,2015-12-01
2016,"DF","DEC",0,2016-12-01
2017,"DF","DEC",0,2017-12-01
2018,"DF","DEC",0,2018-12-01
2019,"DF","DEC",0,2019-12-01
2020,"DF","DEC",0,2020-12-01
1998,"ES","DEC",5,1998-12-01
1999,"ES","DEC",0,1999-12-01
2000,"ES","DEC",3,2000-12-01
2001,"ES","DEC",1,2001-12-01
2002,"ES","DEC",22,2002-12-01
2003,"ES","DEC",32,2003-12-01
2004,"ES","DEC",10,2004-12-01
2005,"ES","DEC",13,2005-12-01
2006,"ES","DEC",10,2006-12-01
2007,"ES","DEC",45,2007-12-01
2008,"ES","DEC",9,2008-12-01
2009,"ES","DEC",31,2009-12-01
2010,"ES","DEC",12,2010-12-01
2011,"ES","DEC",6,2011-12-01
2012,"ES","DEC",23,2012-12-01
2013,"ES","DEC",8,2013-12-01
2014,"ES","DEC",25,2014-12-01
2015,"ES","DEC",57,2015-12-01
2016,"ES","DEC",12,2016-12-01
2017,"ES","DEC",0,2017-12-01
2018,"ES","DEC",18,2018-12-01
2019,"ES","DEC",13,2019-12-01
2020,"ES","DEC",0,2020-12-01
1998,"GO","DEC",13,1998-12-01
1999,"GO","DEC",20,1999-12-01
2000,"GO","DEC",6,2000-12-01
2001,"GO","DEC",18,2001-12-01
2002,"GO","DEC",118,2002-12-01
2003,"GO","DEC",175,2003-12-01
2004,"GO","DEC",94,2004-12-01
2005,"GO","DEC",17,2005-12-01
2006,"GO","DEC",58,2006-12-01
2007,"GO","DEC",85,2007-12-01
2008,"GO","DEC",63,2008-12-01
2009,"GO","DEC",42,2009-12-01
2010,"GO","DEC",53,2010-12-01
2011,"GO","DEC",25,2011-12-01
2012,"GO","DEC",113,2012-12-01
2013,"GO","DEC",69,2013-12-01
2014,"GO","DEC",52,2014-12-01
2015,"GO","DEC",147,2015-12-01
2016,"GO","DEC",59,2016-12-01
2017,"GO","DEC",43,2017-12-01
2018,"GO","DEC",90,2018-12-01
2019,"GO","DEC",88,2019-12-01
2020,"GO","DEC",0,2020-12-01
1998,"MA","DEC",1396,1998-12-01
1999,"MA","DEC",1001,1999-12-01
2000,"MA","DEC",1462,2000-12-01
2001,"MA","DEC",1290,2001-12-01
2002,"MA","DEC",3377,2002-12-01
2003,"MA","DEC",3718,2003-12-01
2004,"MA","DEC",5296,2004-12-01
2005,"MA","DEC",3775,2005-12-01
2006,"MA","DEC",3469,2006-12-01
2007,"MA","DEC",2478,2007-12-01
2008,"MA","DEC",3386,2008-12-01
2009,"MA","DEC",2485,2009-12-01
2010,"MA","DEC",2502,2010-12-01
2011,"MA","DEC",2584,2011-12-01
2012,"MA","DEC",2086,2012-12-01
2013,"MA","DEC",2597,2013-12-01
2014,"MA","DEC",2329,2014-12-01
2015,"MA","DEC",3647,2015-12-01
2016,"MA","DEC",1491,2016-12-01
2017,"MA","DEC",2970,2017-12-01
2018,"MA","DEC",904,2018-12-01
2019,"MA","DEC",1813,2019-12-01
2020,"MA","DEC",0,2020-12-01
1998,"MT","DEC",76,1998-12-01
1999,"MT","DEC",47,1999-12-01
2000,"MT","DEC",98,2000-12-01
2001,"MT","DEC",37,2001-12-01
2002,"MT","DEC",1127,2002-12-01
2003,"MT","DEC",1646,2003-12-01
2004,"MT","DEC",1446,2004-12-01
2005,"MT","DEC",564,2005-12-01
2006,"MT","DEC",305,2006-12-01
2007,"MT","DEC",537,2007-12-01
2008,"MT","DEC",597,2008-12-01
2009,"MT","DEC",207,2009-12-01
2010,"MT","DEC",1133,2010-12-01
2011,"MT","DEC",453,2011-12-01
2012,"MT","DEC",572,2012-12-01
2013,"MT","DEC",408,2013-12-01
2014,"MT","DEC",347,2014-12-01
2015,"MT","DEC",1413,2015-12-01
2016,"MT","DEC",399,2016-12-01
2017,"MT","DEC",249,2017-12-01
2018,"MT","DEC",471,2018-12-01
